Source: ACS 5-Year Estimates Public Use Microdata Sample 2018
Weight used: PWGTP
"Universe: selected geographies: Western Upper Peninsula PUM..., Eastern Upper Peninsula PUM..., Northeast Lower Peninsula P..., Northwest Lower Peninsula (..., Northwest Lower Peninsula (..., Newaygo, Mason, Oceana & La..., Muskegon County PUMA, Michigan, Ottawa County (West) PUMA, ..., Ottawa County (East) PUMA, ..., Allegan County PUMA, Michigan, Kent County (Southwest) PUM..., Kent County (Central)--Gran..., Kent County (Southeast) PUM..., Kent County (North) PUMA, M..., Ionia, Montcalm, Mecosta & ..., Isabella, Gratiot & Clare C..., Iosco, Gladwin, Roscommon, ..., Bay & Midland Counties PUMA..., Saginaw County PUMA, Michigan, Tuscola, Sanilac & Huron Co..., Genesee (East) & Lapeer Cou..., Genesee County (Central, Ou..., Genesee County (Central)--F..., Genesee (West) & Shiawassee..., Ingham County (South & East..., Ingham County (Northwest) P..., Eaton & Clinton Counties PU..., Calhoun & Barry Counties PU..., Kalamazoo County (Outer) PU..., Kalamazoo County (Central)-..., St. Joseph & Branch Countie..., Van Buren & Cass Counties P..., Berrien County PUMA, Michigan, Lenawee & Hillsdale Countie..., Jackson County PUMA, Michigan, Washtenaw County (West, Nor..., Washtenaw County (East Cent..., Washtenaw County (East Cent..., Livingston County PUMA, Mic..., Oakland County (West) PUMA,..., Oakland County (Northeast) ..., Oakland County (East Centra..., Oakland County (Central) PU..., Oakland County (Southwest) ..., Oakland County (Central)--B..., Oakland County (South Centr..., Oakland County (Southeast) ..., Macomb County (North) PUMA,..., Macomb County (Central) PUM..., Macomb County (Southwest)--..., Macomb County (Southeast)--..., Macomb County (Southeast)--..., Macomb County (Southwest)--..., St. Clair County PUMA, Mich..., Wayne County (Northwest) PU..., Wayne County (North Central..., Wayne County (Central)--Dea..., Wayne County (Central)--Wes..., Wayne County (Southwest) PU..., Wayne County (Southeast)--D..., Wayne County (Southeast)--D..., Detroit City (Northwest) PU..., Detroit City (North Central..., Detroit City (Northeast) PU..., Detroit City (South Central..., Detroit City (Southwest) PU..., Wayne County (Northeast)--I..., Monroe County PUMA, Michigan; Occupation recode for 2018 and later based on 2018 OCC codes (OCCP): CMM-Computer And Information Research Scientists, CMM-Computer Systems Analysts, CMM-Information Security Analysts, CMM-Computer Programmers, CMM-Software Developers, CMM-Software Quality Assurance Analysts and Testers, CMM-Web Developers, CMM-Web And Digital Interface Designers, CMM-Computer Support Specialists, CMM-Database Administrators and Architects, CMM-Network And Computer Systems Administrators, CMM-Computer Network Architects, CMM-Computer Occupations, All Other, CMM-Actuaries, CMM-Operations Research Analysts, CMM-Other Mathematical Science Occupations, ENG-Architects, Except Landscape And Naval, ENG-Landscape Architects, ENG-Surveyors, Cartographers, And Photogrammetrists, ENG-Aerospace Engineers, ENG-Biomedical And Agricultural Engineers, ENG-Chemical Engineers, ENG-Civil Engineers, ENG-Computer Hardware Engineers, ENG-Electrical And Electronics Engineers, ENG-Environmental Engineers, ENG-Industrial Engineers, Including Health And Safety, ENG-Marine Engineers And Naval Architects, ENG-Materials Engineers, ENG-Mechanical Engineers, ENG-Petroleum, Mining And Geological Engineers, Including Mining Safety Engineers, ENG-Other Engineers, ENG-Architectural And Civil Drafters, ENG-Other Drafters, ENG-Electrical And Electronic Engineering Technologists And Technicians, ENG-Other Engineering Technologists And Technicians, Except Drafters, ENG-Surveying And Mapping Technicians; Educational attainment (SCHL): Regular high school diploma, Associate's degree, Bachelor's degree, Master's degree, Doctorate degree"
"Genesee (West) & Shiawassee Counties PUMA, Michigan","","","","","","","","","","","","","","","","","65000","120000","15000","","","","133000","120000","","","","","","","","","","","","","","","","","","","81509","","","","","","","","","90000","","","","","","","","","","","28000","164000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","65000","","","","","","","","","","","78714","","","","","","","","","90000","","","","","26981","","","","","","","","","","78000","85281","","","","","","","","","80000","64643","","","74988","85385","97003","106537","","","","","","","75000","","102000","","","32000","","","","","","","","","","","0","","","","38529","70000","","","","","","","",""
"Ingham County (South & East) PUMA, Michigan","","","","","","","","","","","45000","","46000","","","","65000","","","","","45000","114000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38000","70000","","","","","","","","7000","60000","90000","","","","","","","","","","","","","","","48000","","","","","","","","","","43500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","120000","","70000","","","","","","","","33116","40000","","","","","","","","","16000","","","0","","70956","97106","","","","","","","","55000","118020","68612","","","","","","","","40000","500","","","","","","","","","","","","","","","","",""
"Ingham County (Northwest) PUMA, Michigan","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100000","","","","","","","","","","","","","","","","","","","","","","","","","60000","","","","","","","","","80000","","","43700","67000","17514","","","","","","","","","","49208","","","","","","","","","","","","","","","","","","30000","","48516","","","","","","",""
"Eaton & Clinton Counties PUMA, Michigan","","","","","","","62000","94000","48000","","","","","","","","","","","","","","","","","","","","","","","","","74000","","","","","","","","","30000","","","","","32000","","","","","","","","","","","","","","0","64091","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","74000","","80000","","","","","","","","","","","","","","","","","","","","","","","30500","51000","66000","","","","","","","","0","","98574","","","","128000","94879","92857","","","","","","","","47621","67611","62750","","","","","","","","","","","","42000","","","","","","23235","","","","","","","",""
"Calhoun & Barry Counties PUMA, Michigan","","","","","","","82000","57000","","","","","","","","55000","","25600","","","","137000","90000","","","","","0","","","","","","","","","","","","","94000","49000","0","","","","","70000","","","","","","","","","","","","","75000","100000","65000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","110000","","","","","","","","","93000","","","","","","","","","","","","","","","90000","125400","","","","","","","","45571","72438","50000","","","","","","","","","62400","","","77523","57692","61295","70106","","","","","","","","62576","60833","","","","","","","","","","","","","47476","70000","","","","22000","","","","","","","","",""
"Kalamazoo County (Outer) PUMA, Michigan","","","","","","","","","","","","","","","","","70000","80000","","","","","","119818","","","","","","","","","","","","","","","","","5200","120000","45000","","","","","","","","","80000","","","","","","","","","","","125000","","","","","","","","","","102133","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75000","","","","115301","","","","","","","","","","","24700","","","","90000","67000","","","","","","","0","","56219","54292","","","","","","","","","","85000","","0","99054","54117","25000","","","","","","","","","82654","120000","","","","","","","","51000","50000","","","","","","","","11864","75000","45000","","","","","","",""
"Kalamazoo County (Central)--Kalamazoo & Portage Cities Area PUMA, Michigan","","","","","","","","111000","","","","","","","","","","","","","","","64711","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20000","","","","","","","","","","","","90000","","","","","","","","89000","","","","","","","","","","","","","","","","","","","","","","","","","","","71000","","","","","","","","","","98000","","","","","170000","","","42000","","","","","","105870","","","","","","","","20000","","123131","71000","","","","","","","","","","","","20000","","65054","90000","93784","","","","","","","","50930","93908","160000","","40000","","","","","","","","","","","","","","16733","32000","","","","","","","",""
"St. Joseph & Branch Counties PUMA, Michigan","","","","","","70000","","","","","","","","128000","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","66000","","","","0","0","","","","","100000","","","","","95000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100000","","","","","","","","","","","","","","","","","","","","","","41650","85000","85000","0","","","","","","","0","","65273","","","","55082","74111","65000","","","","","","","","70000","19718","","","","","","","","","17600","73000","","","0","","","","","0","40000","70000","","","","","","",""
"Van Buren & Cass Counties PUMA, Michigan","","","","","","55000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","71875","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90000","","","","","","","","","","","","","3200","","75379","","","","","","","","","71000","65721","","","","","","","","","","","","","45000","50556","71761","140000","","","","","","","","","","","","","","","","","","","57000","","","","29000","","","","65000","66000","","0","","","","","",""
"Berrien County PUMA, Michigan","","","","","","","","116316","65000","","","","","","","","88000","","","","","","76537","","","","95000","","","","","","","","","","","","","","","","30000","","","","","","","","","40000","","125000","","","","","","","140000","34000","32258","","","","","","","","","","86000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","55000","","","","","","","","","","","","","","91321","77797","","","","","","","17000","60000","44837","91000","","","","","","","","","31000","70000","","","82372","89272","26000","90000","","","","","","","97474","63932","38634","","","","","","","","71839","","","","50000","","","","","50366","37459","100000","","","","","","",""
"Lenawee & Hillsdale Counties PUMA, Michigan","","","","","","","82000","89000","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","100000","35000","62000","","","","","","","","","65000","","","","","","","","","","102000","56960","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","135000","55000","","","","","","","","","","","","","76462","85000","","","","","","","","59250","76000","100977","","","","","","","","","80000","116703","","","77351","42778","85400","81390","","","","","","","","","112000","","","","","","","","88000","80000","24000","","","","85065","","","","45000","","","","","","","","",""
"Jackson County PUMA, Michigan","","","","","","","","","","","","","","","","70000","","79000","","","","","","","","","","","","","","","","","","","","","","","","","","","","52000","","","","","","","80000","","","","","","","","","0","","94000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","60000","0","98875","","","80000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","79278","72000","","","","","","","","","94242","","","","65593","100678","21333","","","","","","","","","66000","110226","","","","","","","","62368","20000","","","73000","60000","","","","","","","","","","","","",""
"Washtenaw County (West, Northeast & Southeast) PUMA; Michigan","","","","","","","","155000","150000","","","","","","","","","117600","","","","","35000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","120000","","","","62439","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51149","90000","","","","","","","","","","","","","","","","","","","105000","","","","","110000","","","","","","","","","90000","94780","100000","","","","","","","","","7800","","","90000","49841","193994","134700","121197","","","","","","","","105385","","","","","","","","","","60000","","","","58000","","","","100441","26231","","120000","","","","","",""
"Washtenaw County (East Central)--Ann Arbor City Area PUMA, Michigan","","","","","","","","48256","","","","","","","","","","","","","","","19350","105088","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35000","","","","","","","","","","","","","","","","","","","","","78000","","","","","","","","","","","","","","","75000","","","","","120000","","","","105000","","","","","","","","","","","","","","","","65000","","","","","87000","","","70000","31340","39290","","","","","","","","","","","","","","75627","89961","139591","","","120000","","","","","33200","","","","","","","","","","","45000","","","","31700","85000","","18171","","","","","","","","",""
"Washtenaw County (East Central, Outside Ann Arbor City) PUMA; Michigan","","","","","","","","53294","","","","","","108000","","","","","","","","","60538","136500","","","","","","","","42800","102000","","","","","","","","","","","","","","","","","","","","64000","","","","","","","","","","83889","94849","125000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","115000","","","","","","","","","108000","","","","","","","","","","","","","","","","83506","","","","","","","6000","","84576","72878","60000","","","","","","","","","116000","","","","67432","110825","106597","","","","","","","","80000","22364","170000","","","","","","","","","90000","","","","10400","","","","16000","","","","","","","",""
"Livingston County PUMA, Michigan","","","","","","","45000","89077","","","","","","","","","","","","","","110000","73451","124141","","","","66000","","","","","","","","","","","","","","","105000","120000","63000","","","","","","","","125000","","","","103000","","","","55000","53000","50195","215032","","","","","","","","","52000","","","41000","","","","","","65000","","","","","","","170000","","","","","","","","","74000","","","","","","","","","","75766","","","","","120000","","","","","95714","","","","","89398","105000","","","","","","","33000","100000","97060","109141","","","","","","","","95000","72765","106000","","25200","96030","79765","114879","","","","","","","0","70000","92290","144456","","42410","89737","96000","","","","","65000","","","80000","","","","","65926","90800","108000","","","","","","",""
"Oakland County (West) PUMA, Michigan","","","","","","122000","","","","","","","","100000","","","","36417","105000","","","125000","117734","100000","","","","70000","","","","","","","","","","","","","","","","","","","","35000","","","","","","","","","","","","","","","102545","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","120000","","","","","117000","","","","101000","135000","","","","46421","112067","","","","","","","68000","55000","113482","80508","","","","","","","","131000","93108","","","16000","76150","111072","110592","140000","","","","","","","","79675","","","69000","40000","105000","","","","17936","71359","","","","","","","","7000","40000","30000","","","","","","",""
"Oakland County (Northeast) PUMA, Michigan","","","","","","","0","44759","","108000","","","125789","","","","","104000","","","","","105960","359444","","","32000","","","","","","","","","","","","","","","85385","","","","","","","","180000","110000","","94000","","","","","","","","","","97521","79370","","","","","","","","103000","","98036","","","","","","","","","","","","","","","","","","","","","","","","100000","","","","","","","","","","100000","","","","","","88417","","","","","","","85000","80000","113818","142411","","","","","","","","79813","109082","122158","","","","","","","65000","","92858","98000","","82167","104110","95640","109701","106268","","","","","","","","37452","","","100000","102000","","","","70000","60000","","","","","50000","111000","","","","","","105000","","","","","",""
"Oakland County (East Central)--Troy & Rochester Area PUMA, Michigan","","","","","","","","82547","98902","","","","","","","","","331000","35711","","","","86314","113550","98000","","","","110000","","","","","","","","","","","","100000","90000","40000","7500","","","","","0","130000","","","73000","95000","","","","","","","","","106032","100000","","","","","","","","","89194","57000","","","","","86000","","","","","","","","","","","","","","","","","100000","","70000","","","","","","","","","","60000","","","","","","110000","","","","80000","","","","","80507","122846","","","","","","","0","","84019","83723","100000","","","","","140000","","73000","29410","76115","110000","28039","78546","96519","111708","113411","","","","","","","50000","97633","74000","100976","110000","","125000","","","120000","87551","42600","","","","","","","","","","","","","","","","",""
"Oakland County (Central) PUMA, Michigan","","","","","","","","70318","","","","","","","","120000","","59692","26000","","","","75386","148891","99000","","","","","","","","","","","","","","","","55000","","55672","","","","","","","","50000","","","65000","","","","86000","","","","","93171","84000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","60000","","","123000","90000","","","","","","","","","","107212","90000","90000","","","","","","","","71123","","","","","","","","","21000","66064","150000","","80556","86200","77247","105185","80000","","","","","","","78472","79221","79791","","","133000","","","","","","","","","","","","","","","78000","","","","","","","",""
"Oakland County (Southwest) PUMA, Michigan","","","","120000","","","","59013","","124000","","","80000","105692","","","","115000","68000","","","","100000","88147","","","","97000","","","","","","","","","","","","","","45000","160000","0","","","","","","","","","62521","","","","","100000","","","","48512","160358","0","","","","","","","","","","","","","","","","","","","","160000","","","","","","","","","","","","","","85909","","","","","","","","","","50000","","","","","89000","120000","","","","106000","","","","46500","93736","118806","","","","","","","","62000","75668","129243","","","","","","","","","57871","72043","","","70923","93823","103015","89936","","","","","","","","87358","","89000","","","","96698","","","","3600","","","","","89000","","","","56639","","83000","","","","","",""
"Oakland County (Central)--Birmingham & Bloomfield Area PUMA, Michigan","","","","115000","","","","100000","67177","","","","119857","","","","","120000","80000","","","","100000","79350","","","","","110000","","","","","","","","","60000","","","","51000","74457","","","","","","","","","","","","","","","","150022","","","","118175","116381","","","","","","","","","107400","","","","","","","90000","","","","","","","","","","","","","","","","","","70000","85000","","","","","","","","","","150000","","","","","117250","","","","","","","","17000","92638","158000","","","","","","","","","22400","146889","","","","","","","","","81000","100579","","","45000","83383","104987","97500","","","","","","","80000","100000","141500","","","","94000","","","","","","","","","","","","","32000","","","60000","","","","","",""
"Oakland County (South Central)--Farmington & Southfield Area PUMA, Michigan","","","","","","","","88850","106340","","","","","","","","","","422000","","","","75122","79082","110000","","","86000","","","","","","","","","","","","","","91000","35000","188000","","","","","","","","100000","63426","111750","","","","","","","","15000","12000","98000","","","","","","","","","","","","","","93280","70000","","","","","","","","","","","","","","","","","","","","70000","","","","","","","","","122630","100000","","","","","","","","","","","","","","91708","114354","","","","","","","","46500","70973","88318","","","","","","","","250","0","","","17000","117000","86538","96779","120061","","","","","","","","77200","50509","","","","","","","","100000","110000","","","","","","","","24100","","3000","","","","","","",""
"Oakland County (Southeast) PUMA, Michigan","","","","","","","110000","","120000","","","","","117000","","","65000","97028","92000","","","","79960","83874","100000","","","86000","","","","","","","","","","","","","","","","89000","73000","","","","","","","","75188","","","","","","","","","85231","67541","84738","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","70000","","","","","72000","","","","","","","","","","79600","65000","","","","70000","","","47000","43818","72669","","","","","","","","","","89296","","","43598","46727","77225","119269","84000","","","","","","92710","","86970","69009","","","","","","","","92464","","","","","","","","","","50816","","","","","","","",""
"Macomb County (North) PUMA, Michigan","","","","","","","","62480","","","","","","","","","","","","","","","98717","","","72000","","","","","","","","","","","","","","","","","78000","","","","100000","","","","","","","","","","","","","","","","","","80000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","100000","","","","","","","","20000","","","","","","","","","","","65000","","","","","75000","","","","","","","","","","83063","140000","","","","","","","","","","","","","110000","69406","89236","115090","151000","","","","","","","65000","70000","114941","","","93767","","","","80000","","","","","0","84769","","","","40000","124000","","","","","","","",""
"Macomb County (Central) PUMA, Michigan","","","","","","17024","75000","110571","72000","","","","","134000","","","","125000","","","60000","","56500","94949","","","","147000","170000","","","","","","","","","","","","","","65000","","","","","","","","","","90000","94000","","","","","102000","","","","","83778","","","","","","","","","","","","","","","63500","","","","","","","","","","","","","","","","","","","0","","","","","","","","","60000","85000","","","","","","150000","","","90000","","","","","","83044","","","","","","","","","53000","110959","111000","","","","","","","","0","194155","","","78489","81236","95330","118184","99000","","","","","","","","15662","101250","","","","30000","","","20000","63000","","","","","","","","","78000","53553","","","","","","","",""
"Macomb County (Southwest)--Sterling Heights City PUMA, Michigan","","","","","","","","76386","","","","","","","","120000","","84355","108000","","59000","108000","61561","105000","","","","52000","74000","","","","","","","","","","","","","53255","38000","","","","","","","","","","","85000","","","","","","","","120000","69068","56582","","","","","","","","","","","","","","","","422000","","","","","","","","","","","","","","","","","","","110000","","","","","","","","","","","","","","","","","","","","","","","","53109","","","","","","","","4800","0","94735","84096","","","","","","","","100000","89435","","","","60641","81795","108079","85000","","","","","","","","50000","125000","","","","","115000","","80000","92000","40000","113594","","","","48000","","","58769","","","","","","","","",""
"Macomb County (Southeast)--Mount Clemens & Fraser Area PUMA, Michigan","","","","","","","","","","","","","","","","30000","50000","","","","","","99000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","95000","60000","90000","","","","","","","","","","","","","","","","","","","89000","","","","","","","","","","","","","","","135000","","","","","","","","","","14455","","","","","","","","","","","","","","100000","65000","0","","","","","","","","","75874","88000","","","","","","","","","23415","","","68589","63431","86425","80426","","","","","","","100000","15909","","","","","67000","","","","","44286","","","","","","","","","","43556","","","","","","","",""
"Macomb County (Southeast)--St. Clair Shores, Roseville & Eastpointe Area PUMA; Michigan","","","","","","","","62667","","","","","","","","120000","","","","","","","92156","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58000","","","","","","90000","","","86000","0","","","","","","","","","","","41100","","","","","","","","","","","","","","","","","","","","","","","","","115000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75000","","24000","100000","","","","","","","","58429","95000","","","","96376","79335","97538","","","","","","","","50000","58485","90000","","65000","","","","","97000","","135000","","","","","","","","0","65241","63000","","","","","","",""
"Macomb County (Southwest)--Warren & Center Line Cities PUMA, Michigan","","","","","","80000","","113000","","","","","52000","","","50000","","","","","","","95000","","","","","","","","","","","","","","","","","","","48000","","","","","","0","","","","","","","","","","","","","121000","36017","47000","88000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","108000","","","","","","","","","","","","103000","","","","","","","","99000","67658","","","","","93000","","","","49000","","","","","77500","68343","71826","","","","","","","100000","90000","105000","100000","","","55000","","","","","","60000","","","","","","","","26000","79375","","","","","","","",""
"St. Clair County PUMA, Michigan","","","","","","","65000","71000","","","","","","","","","50000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50000","","","","","","","","","","130000","","","","","","","","","","","","","","","68000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","125000","","","","","","","","","72000","137000","","","","","","","","","","","","56000","74416","63882","135243","","","","","","","","95345","0","115000","","25200","43674","73009","57165","","","","","","","100000","37450","106724","110000","","","","","","","","70857","","","","32000","","75000","","","77839","101000","40053","","","","","","",""
"Wayne County (Northwest) PUMA, Michigan","","","","","","","56733","95566","68053","","","","","","","","","108310","","","","","81374","105391","125000","","","77000","115000","","","","","","","","","","","","0","","90950","211333","","","","95000","84000","","","","160000","","","","","","","","","","98000","257647","","","","","","","","","90000","","","","","","","","","","","","","","","","","","","","","","","","","","120000","","","","","","","","","","57500","","","40000","","","","","","56000","","127000","","57000","112720","123188","81959","","","","","","","","93516","79746","","","","","","","","","66972","81677","","85000","83143","89983","102013","120467","","","","","","76000","","122000","94656","71923","","","70000","","","72000","","","","","","","","","","37875","63783","40000","","","","","","",""
"Wayne County (North Central)--Livonia City & Redford Charter Township PUMA, Michigan","","","","","","","46712","108051","","","","","0","","140000","","","110812","","","","35617","92812","72429","","","","","","","","","","","","","","","","","","","40700","","","99000","","112000","","","","","","","","","80000","","","","","","","81419","","","","","","","","","85000","","","","","","","","","","","","","","","","","","","","","","","","","","96000","","","","","","","","","62000","","","","","","","","","","","97714","","","","96786","100000","","","","","","","","","67311","67000","","","","","","","75000","66211","120000","","","40000","44000","87664","99438","105000","","","","","","","75000","63468","","","","67068","90000","","","","70000","","","","","","","","","","","","","","","","","",""
"Wayne County (Central)--Dearborn & Dearborn Heights Cities PUMA, Michigan","","","","","","","","70060","","","","","","","","","","92000","","","15100","","92692","118667","","","","59000","","","","","","","","","","","","","","58429","80000","50000","","","","","","","","","97000","","","","","","","","","","0","180000","","","","","","","","","","","","","","","","","","","46700","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","87000","","","","","80559","116667","","","","","65000","","","","66735","109800","123263","","","","","","","","84500","","","","54872","91132","90380","92723","","","","","","","","103837","129091","","","","90000","","","","","","","","","","","","","","9000","4000","13000","","","","","",""
"Wayne County (Central)--Westland, Garden City, Inkster & Wayne Cities PUMA; Michigan","","","","","","","","","18000","","","","","94000","","","90000","158000","","","","","96689","","","","","","","","","","","","","","","","","","34537","","68533","","","","","","","","","","","","","","","","","","","","113385","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","77931","106000","","","","","","","","","","","","","","","","","","","","","","","","","70000","40000","","","","","","","","40500","46993","97000","","","","","","","","","","","","70000","82639","109907","84943","106238","","","","","","","","45000","","","81231","","79124","","","","","","","","","","","","","25000","14020","","","","","","","",""
"Wayne County (Southwest) PUMA, Michigan","","","","","","","77000","85000","","","","","","","","","","","","","","","113848","","","","","","","","99000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80340","","","","","","","","","","","","","","","52000","","","","","","","","","","87769","","","","","","","","","","24276","","","","","80213","160000","85000","","","","","","","","","","","","","","","","","95000","","","","42400","65000","","","","62727","70000","","","","","","","",""
"Wayne County (Southeast)--Downriver Area (South) PUMA, Michigan","","","","","","","","3400","129000","","","","","","","","86000","65000","30000","","","","52378","30000","","","","","","","99000","1500","","","","","","","","","","","54474","","","100000","","","","","","","123000","","","","","","","","55000","","72000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57000","125000","","","","","","","","","","","","","","40000","","","","","","","","","199000","87193","100000","","","","","","","","68000","55961","66857","","","69040","60152","88364","125000","","","","","","","","50000","","95000","","","","","","0","","","","","","","","","","60000","62319","82000","","","","","","",""
"Wayne County (Southeast)--Downriver Area (North) PUMA, Michigan","","","","","","0","50000","79268","","","","","","","","","","","","","","","79000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","120000","","","","","83256","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","72000","","","","","","","","","","88253","","","","","","","","","","77895","","","59439","90000","92838","88684","","","","","","","13000","","80000","0","","5000","","","","","","","","","","28000","70000","","","","31407","3000","","","","","","","",""
"Detroit City (Northwest) PUMA, Michigan","","","","","","","","","","","","","","","","","","100000","","","","","","20000","","","","","","","","","","","","","","","","","","","39000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80000","","","","","","","","","","","","","","","73220","","","","","","","","","","","","","","","","","","","","","","","","","56000","","","","","","","","","","","",""
"Detroit City (North Central) PUMA, Michigan","","","","","","","","100000","","","","","","","","","","","","","","","2000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100000","","","","","","","","","","","","","","105000","135000","","","","","","","52000","","","","","","","","","","","","","","","","","","","","","","159000","","","","","","",""
"Detroit City (Northeast) PUMA, Michigan","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","60000","","","","","","","","","","","","","","","","66000","70000","","","","","","","","","","","","","","","","","","","","","","","","","","","","50000","","","","","","","","",""
"Detroit City (South Central & Southeast) PUMA, Michigan","","","","","","","","50000","","","","","","","","","","19000","","","","","9000","30000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","86613","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","70000","","","","","","","","","","69000","36000","","","","","","","","","","91000","","0","70000","87451","78033","","","","","","","","","80000","","","","106000","","","","","","","","","","","","","","","","","25800","","","","","",""
"Detroit City (Southwest) PUMA, Michigan","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","30000","","","","","","","","","","","","","","","","","","","","","40000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","160000","","","","","","","","","","","","","","120000","135000","","","","","","","","","","","","","","","","","","","","","","","","","","","35000","","","","","","","","",""
"Wayne County (Northeast)--I-94 Corridor PUMA, Michigan","","","","","","","","","","","","","","","","","","","","","","","90556","51000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","70000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40800","","","","","","","","","","80000","130000","","","","","","","","","","","","","84000","89787","93103","","","","","","","","","50000","","","","","","","","","","","","","45000","","","","","","","","","","","","","",""
"Monroe County PUMA, Michigan","","","","","","","87000","116757","70000","","","","","","","","75000","","","","","","78000","","","","","73000","","","","","","","","","","","","","","100000","56000","","","","","","","","","33000","","","","","","","","","","","427000","","","","","","","","","","102000","","","","","","","135000","","","","","","","","","","","","","","","","","","","","","","","","","","","","103125","","","","","","","","","","","","","","73091","","130972","","","","","","","","110000","50750","","","","","","","","","","71638","","","65000","40263","96164","70748","100000","","","","","","75000","","64038","","","","","","","","","","","","","","0","35000","","","31000","54000","","4000","","","","","",""
" -> TRN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
