ID Detailed Occupation,Detailed Occupation,ID Year,Year,ID Workforce Status,Workforce Status,Total Population,Total Population MOE Appx,Average Wage,Average Wage Appx MOE,yocpop RCA,Record Count,Slug Detailed Occupation,CIP2,ID CIP2
"291081","Podiatrists",2020,"2020","true","true",95,239.29654161999807,401918.2631578947,566121.982408977,0.40651576021820734,7,"podiatrists","Engineering","14"
"291240","Surgeons",2020,"2020","true","true",2560,1242.1984728430898,330385.884765625,102182.29410848235,1.7461443417355282,120,"surgeons","Engineering","14"
"291240","Surgeons",2019,"2019","true","true",1989,1094.937226171396,290662.74710910005,113189.93461487803,1.4834966913662426,107,"surgeons","Engineering","14"
"291240","Surgeons",2018,"2018","true","true",1745,1025.5807655613098,257554.0401146132,109565.02514123145,1.4167845986189005,89,"surgeons","Engineering","14"
"291210","Physicians",2020,"2020","true","true",32543,4428.492082893804,253486.91798543464,24657.656541014843,1.2512770166793015,1734,"physicians","Engineering","14"
"291210","Physicians",2019,"2019","true","true",34268,4544.317553194543,247497.0148243259,23826.711419744843,1.3706928457270962,1837,"physicians","Engineering","14"
"413031","Securities, commodities, & financial services sales agents",2020,"2020","true","true",8487,2261.723061626532,237055.15199717216,56633.63815037346,1.2986862834605624,387,"securities-commodities-financial-services-sales-agents","Engineering","14"
"291210","Physicians",2018,"2018","true","true",34403,4553.250157673083,236322.62023660727,23035.35120933943,1.434396110335479,1825,"physicians","Engineering","14"
"291060","Physicians & surgeons",2017,"2017","true","true",34463,4557.210277776382,233414.0351101181,22165.30754490334,1.4163199286109127,1814,"physicians-surgeons","Engineering","14"
"1110XX","Chief executives & legislators",2019,"2019","true","true",100589,7783.982216953778,232352.21247850163,13065.708585678836,2.796557764352298,5389,"chief-executives-legislators","Engineering","14"
"1110XX","Chief executives & legislators",2020,"2020","true","true",104800,7945.144839525883,231063.58565839694,13017.048006070596,2.6915808750124035,5347,"chief-executives-legislators","Engineering","14"
"413031","Securities, commodities, & financial services sales agents",2019,"2019","true","true",7930,2186.2492574384924,230350.66116015133,57451.31842785707,1.2381047417767208,391,"securities-commodities-financial-services-sales-agents","Engineering","14"
"291060","Physicians & surgeons",2016,"2016","true","true",33385,4485.377060243186,223898.01878088963,21692.933997466436,1.4287892621340952,1763,"physicians-surgeons","Engineering","14"
"1110XX","Chief executives & legislators",2018,"2018","true","true",95038,7566.261850756745,222879.5536417012,12783.053430262331,2.815347810357667,5041,"chief-executives-legislators","Engineering","14"
"413031","Securities, commodities, & financial services sales agents",2018,"2018","true","true",7854,2175.7473974699974,217235.33218742043,56106.4287316835,1.2404535495722004,381,"securities-commodities-financial-services-sales-agents","Engineering","14"
"1110XX","Chief executives & legislators",2017,"2017","true","true",92582,7467.8862886810075,214248.6398111944,12362.070389818813,2.8337422749171104,4890,"chief-executives-legislators","Engineering","14"
"291060","Physicians & surgeons",2015,"2015","true","true",32845,4448.953976973678,213800.18818693864,20993.897794759814,1.4439560936357685,1708,"physicians-surgeons","Engineering","14"
"291060","Physicians & surgeons",2014,"2014","true","true",30480,4285.8174271779335,212975.55787401574,21352.74561826578,1.38390445214196,1597,"physicians-surgeons","Engineering","14"
"2310XX","Lawyers, & judges, magistrates, & other judicial workers",2019,"2019","true","true",34981,4591.338925392799,212667.6175352334,21054.10467341258,1.1938658950842769,1868,"lawyers-judges-magistrates-other-judicial-workers","Engineering","14"
"2310XX","Lawyers, & judges, magistrates, & other judicial workers",2020,"2020","true","true",34804,4579.713884273866,208382.10926904954,21266.713030470528,1.1233811573718333,1819,"lawyers-judges-magistrates-other-judicial-workers","Engineering","14"
"193011","Economists",2020,"2020","true","true",1177,842.289265341592,206670.19286321156,118365.80918947805,1.3140932313748956,65,"economists","Engineering","14"
"2310XX","Lawyers, & judges, magistrates, & other judicial workers",2018,"2018","true","true",35350,4615.477598871254,206592.0061669024,20114.759079072748,1.258031134929821,1859,"lawyers-judges-magistrates-other-judicial-workers","Engineering","14"
"1110XX","Chief executives & legislators",2016,"2016","true","true",88310,7293.625657835415,205515.84956403577,12047.763731714358,2.8607658779581837,4621,"chief-executives-legislators","Engineering","14"
"193011","Economists",2019,"2019","true","true",1151,832.9342597466223,204649.43092962643,118763.18554143824,1.4820170525166487,66,"economists","Engineering","14"
"413031","Securities, commodities, & financial services sales agents",2017,"2017","true","true",7815,2170.3381620388554,203006.10595009598,55114.38975981359,1.2301284794225926,367,"securities-commodities-financial-services-sales-agents","Engineering","14"
"292032","Diagnostic medical sonographers",2020,"2020","true","true",1271,875.2773133281421,202475.69000786782,133152.0996900594,0.5111590246221205,54,"diagnostic-medical-sonographers","Engineering","14"
"2310XX","Lawyers, & judges, magistrates, & other judicial workers",2017,"2017","true","true",35248,4608.807598023536,201430.13240467545,19744.176145967835,1.3098496014185175,1842,"lawyers-judges-magistrates-other-judicial-workers","Engineering","14"
"1110XX","Chief executives & legislators",2015,"2015","true","true",86393,7214.040972828572,198544.39085342563,11796.257924322683,2.9282118905392114,4411,"chief-executives-legislators","Engineering","14"
"291081","Podiatrists",2017,"2017","true","true",52,177.04201817874548,198509.5,546622.7733722945,0.2795825993519365,5,"podiatrists","Engineering","14"
"2310XX","Lawyers, & judges, magistrates, & other judicial workers",2016,"2016","true","true",33683,4505.346424143529,198498.39856901107,19503.890404697984,1.301343354945157,1745,"lawyers-judges-magistrates-other-judicial-workers","Engineering","14"
"1110XX","Chief executives & legislators",2014,"2014","true","true",82579,7053.065932959004,195829.77667445719,11696.30980585778,2.9247898668385277,4226,"chief-executives-legislators","Engineering","14"
"291081","Podiatrists",2016,"2016","true","true",54,180.41454827602794,194329.0185185185,508883.38462323166,0.28005577569266366,5,"podiatrists","Engineering","14"
"413031","Securities, commodities, & financial services sales agents",2016,"2016","true","true",7315,2099.7647593977454,193911.64962406014,53990.285284601705,1.140895483538295,352,"securities-commodities-financial-services-sales-agents","Engineering","14"
"2310XX","Lawyers, & judges, magistrates, & other judicial workers",2015,"2015","true","true",32381,4417.424501350454,192501.02362496525,19296.115476433133,1.2963014759845621,1667,"lawyers-judges-magistrates-other-judicial-workers","Engineering","14"
"131141","Compensation, benefits, & job analysis specialists",2020,"2020","true","true",478,536.7697176047449,192051.48953974896,199667.36625420605,0.2509981133286059,21,"compensation-benefits-job-analysis-specialists","Engineering","14"
"193011","Economists",2018,"2018","true","true",1151,832.9342122506052,191478.34144222416,113736.66346084188,1.619706852552149,65,"economists","Engineering","14"
"292031","Cardiovascular technologists and technicians",2019,"2019","true","true",855,717.8877737818962,190786.85497076024,154530.31805478397,0.7643992032521117,44,"cardiovascular-technologists-and-technicians","Engineering","14"
"413031","Securities, commodities, & financial services sales agents",2015,"2015","true","true",7237,2088.539547771191,190447.827829211,52003.335906831104,1.1065390611867176,351,"securities-commodities-financial-services-sales-agents","Engineering","14"
"2310XX","Lawyers, & judges, magistrates, & other judicial workers",2014,"2014","true","true",30998,4322.073981664661,190405.5359055423,19102.28004140031,1.2908775577514398,1608,"lawyers-judges-magistrates-other-judicial-workers","Engineering","14"
"113031","Financial managers",2019,"2019","true","true",28791,4165.438571369584,186644.14445486438,23402.073845940613,0.8283430525159442,1469,"financial-managers","Engineering","14"
"292031","Cardiovascular technologists and technicians",2020,"2020","true","true",1128,824.570239233274,186347.39273049645,129719.94451450392,0.9057498554427911,52,"cardiovascular-technologists-and-technicians","Engineering","14"
"113031","Financial managers",2020,"2020","true","true",29408,4209.828635973486,186170.65917437433,23062.97790517535,0.7922154756989971,1446,"financial-managers","Engineering","14"
"1320XX","Other financial specialists",2018,"2018","true","true",1699,1011.9729633445376,185848.08298999412,96586.0194577656,1.0272663125517691,97,"other-financial-specialists","Engineering","14"
"193011","Economists",2017,"2017","true","true",1156,834.7413433310929,185847.08996539793,109153.6780271408,1.6783110973576831,66,"economists","Engineering","14"
"4750YY","Derrick, rotary drill, & service unit operators, & roustabouts, oil, gas, & mining",2018,"2018","true","true",635,618.6723013097642,185534.5338582677,130315.16926921505,0.5904101159954915,30,"derrick-rotary-drill-service-unit-operators-roustabouts-oil-gas-mining","Engineering","14"
"413031","Securities, commodities, & financial services sales agents",2014,"2014","true","true",7466,2121.323262508165,185262.40115188857,48990.40573376415,1.1257083275037616,358,"securities-commodities-financial-services-sales-agents","Engineering","14"
"132051","Financial analysts",2020,"2020","true","true",11061,2581.9971013411664,185076.83609076936,41338.34433880476,1.4956572384976632,521,"financial-analysts","Engineering","14"
"29203X","Nuclear medicine technologists and medical dosimetrists",2020,"2020","true","true",858,719.146126592663,185049.76923076922,146960.1107601965,1.1397415206799493,35,"nuclear-medicine-technologists-and-medical-dosimetrists","Engineering","14"
"292081","Opticians, dispensing",2016,"2016","true","true",179,328.47399919119,184380.8882681564,410100.262845104,0.11657112488252137,10,"opticians-dispensing","Engineering","14"
"291020","Dentists",2020,"2020","true","true",3661,1485.4883829967823,184133.93908768095,58548.99596732896,0.8354712018517807,195,"dentists","Engineering","14"
"132052","Personal financial advisors",2019,"2019","true","true",12697,2766.3467817433943,183070.91076632275,37141.26559646073,1.232051410062863,657,"personal-financial-advisors","Engineering","14"
"29203X","Nuclear medicine technologists and medical dosimetrists",2019,"2019","true","true",684,642.0987172406882,182395.25438596492,170968.293499424,1.0815607110320677,29,"nuclear-medicine-technologists-and-medical-dosimetrists","Engineering","14"
"1320XX","Other financial specialists",2019,"2019","true","true",2036,1107.7981802845877,178792.32367387033,88590.60632689694,1.09970977756318,113,"other-financial-specialists","Engineering","14"
"113031","Financial managers",2018,"2018","true","true",28633,4153.989578228052,178644.09000104773,22331.48861662955,0.8698484778914317,1449,"financial-managers","Engineering","14"
"132052","Personal financial advisors",2018,"2018","true","true",12648,2761.0024361823166,177621.91057874763,35952.281835149515,1.2877197569819774,661,"personal-financial-advisors","Engineering","14"
"291020","Dentists",2019,"2019","true","true",3725,1498.416035360787,177141.8523489933,54458.868181173275,0.8993563095102556,194,"dentists","Engineering","14"
"291151","Nurse anesthetists",2017,"2017","true","true",210,355.78209473464693,177065.3619047619,124719.3272708058,0.2555645678575855,14,"nurse-anesthetists","Engineering","14"
"132052","Personal financial advisors",2020,"2020","true","true",12534,2748.534808113578,176989.88415509815,36406.3941721216,1.1234083012826233,641,"personal-financial-advisors","Engineering","14"
"112022","Sales managers",2019,"2019","true","true",21364,3588.2656055651414,176556.20735817263,21354.389885876677,1.560870903454021,1110,"sales-managers","Engineering","14"
"29203X","Nuclear medicine technologists and medical dosimetrists",2018,"2018","true","true",579,590.7628479348436,175276.20379965458,183249.49050655917,1.0464129902470054,22,"nuclear-medicine-technologists-and-medical-dosimetrists","Engineering","14"
"291151","Nurse anesthetists",2018,"2018","true","true",343,454.6961806186429,174875.07580174928,94902.59751322801,0.4073439458552905,20,"nurse-anesthetists","Engineering","14"
"112022","Sales managers",2020,"2020","true","true",21434,3594.1398338626364,174388.6197629934,21101.582166241828,1.4507968276520082,1097,"sales-managers","Engineering","14"
"119041","Architectural & engineering managers",2020,"2020","true","true",97696,7671.317945491625,174377.55455699313,8202.243296504632,18.841220843767502,5059,"architectural-engineering-managers","Engineering","14"
"112021","Marketing managers",2020,"2020","true","true",21144,3569.7463364696273,174371.94433409005,21866.23500749746,1.3695866185443126,1040,"marketing-managers","Engineering","14"
"132099","Other financial specialists (Legacy)",2016,"2016","true","true",1607,984.1928797215585,172977.45861854387,93423.85762778395,0.9598558314110051,89,"other-financial-specialists-legacy","Engineering","14"
"132051","Financial analysts",2019,"2019","true","true",10316,2493.533656135433,172684.32192710353,39458.34421582562,1.5544842005760768,500,"financial-analysts","Engineering","14"
"291020","Dentists",2018,"2018","true","true",3631,1479.3892488076526,172388.03249793444,52007.181851946145,0.9162396848663863,192,"dentists","Engineering","14"
"132099","Other financial specialists (Legacy)",2017,"2017","true","true",1646,996.063852674284,172263.17253948966,91344.79399537653,1.0358954478529179,89,"other-financial-specialists-legacy","Engineering","14"
"4750YY","Derrick, rotary drill, & service unit operators, & roustabouts, oil, gas, & mining",2017,"2017","true","true",670,635.4935466190087,172098.09701492538,106478.35154259733,0.5967788539188041,29,"derrick-rotary-drill-service-unit-operators-roustabouts-oil-gas-mining","Engineering","14"
"119041","Architectural & engineering managers",2019,"2019","true","true",94920,7561.601876525509,171590.8522018542,8259.459915640291,19.7595951978654,5078,"architectural-engineering-managers","Engineering","14"
"132099","Other financial specialists (Legacy)",2015,"2015","true","true",1701,1012.5681198324978,171516.10523221633,88085.42183503542,0.9614513447191552,93,"other-financial-specialists-legacy","Engineering","14"
"112021","Marketing managers",2019,"2019","true","true",20945,3552.90910587519,171500.18930532347,21054.32365895735,1.4327892942258607,1073,"marketing-managers","Engineering","14"
"132052","Personal financial advisors",2017,"2017","true","true",12493,2744.032155523298,171483.34715440648,34197.95666368088,1.3398154172002046,645,"personal-financial-advisors","Engineering","14"
"113031","Financial managers",2017,"2017","true","true",27281,4054.745090856193,171208.92353652726,21625.379840580084,0.8619934209747002,1381,"financial-managers","Engineering","14"
"1320XX","Other financial specialists",2020,"2020","true","true",2280,1172.3002079560843,170851.05,82941.33669086998,1.0671337522302828,124,"other-financial-specialists","Engineering","14"
"1721XX","Petroleum, mining & geological engineers, including mining safety engineers",2019,"2019","true","true",24410,3835.5063085187703,169581.97455960672,19318.131377447964,22.03076921173255,1113,"petroleum-mining-geological-engineers-including-mining-safety-engineers","Engineering","14"
"132051","Financial analysts",2014,"2014","true","true",5374,1799.761786341804,169581.42184592484,48954.972955628815,2.1318960978234283,243,"financial-analysts","Engineering","14"
"1721XX","Petroleum, mining & geological engineers, including mining safety engineers",2020,"2020","true","true",22874,3712.891901036973,169055.52500655767,19311.031817554845,21.64162720896957,1000,"petroleum-mining-geological-engineers-including-mining-safety-engineers","Engineering","14"
"119071","Gaming managers",2017,"2017","true","true",93,236.76423085488403,167949.81720430107,234785.36124382765,0.1824477149656866,6,"gaming-managers","Engineering","14"
"132052","Personal financial advisors",2016,"2016","true","true",11828,2670.0056172906766,167880.7762089956,34303.10677791649,1.3409000139193665,624,"personal-financial-advisors","Engineering","14"
"532010","Aircraft pilots & flight engineers",2020,"2020","true","true",21286,3581.711508445438,167763.30625763413,22568.452951417603,3.794184789370194,1123,"aircraft-pilots-flight-engineers","Engineering","14"
"1721XX","Petroleum, mining & geological engineers, including mining safety engineers",2018,"2018","true","true",24504,3842.878360350125,167543.29191152466,19221.718285450013,22.145592608262948,1111,"petroleum-mining-geological-engineers-including-mining-safety-engineers","Engineering","14"
"112022","Sales managers",2018,"2018","true","true",20365,3503.3742848909255,167240.21124478272,20800.690815332688,1.5932139929954119,1056,"sales-managers","Engineering","14"
"119041","Architectural & engineering managers",2018,"2018","true","true",92805,7476.903040716165,166663.84001939552,8111.491187330023,20.363076229023402,4940,"architectural-engineering-managers","Engineering","14"
"112021","Marketing managers",2018,"2018","true","true",20734,3534.9666949143816,165794.70410919262,20031.761014236043,1.5102305530542661,1065,"marketing-managers","Engineering","14"
"132099","Other financial specialists (Legacy)",2014,"2014","true","true",1675,1004.7996966905231,164976.04835820897,84513.37701301271,0.925601466607919,95,"other-financial-specialists-legacy","Engineering","14"
"132051","Financial analysts",2015,"2015","true","true",6282,1945.8702564168689,164866.66650748168,45002.817870719526,1.8710260185156262,278,"financial-analysts","Engineering","14"
"291020","Dentists",2017,"2017","true","true",3597,1472.4465089550577,164310.13844870726,49980.46485913723,0.9412259948472321,189,"dentists","Engineering","14"
"132051","Financial analysts",2016,"2016","true","true",7643,2146.3221195153724,164296.07732565748,42483.90653709672,1.8293671995515213,338,"financial-analysts","Engineering","14"
"113031","Financial managers",2016,"2016","true","true",25788,3942.2468640657107,163489.5692957965,21555.367038761146,0.8472263155242155,1308,"financial-managers","Engineering","14"
"291020","Dentists",2015,"2015","true","true",3573,1467.525536941661,162997.74559193954,48685.17409209023,0.9992838672540167,185,"dentists","Engineering","14"
"291081","Podiatrists",2019,"2019","true","true",44,162.85497570438773,162897.3409090909,533321.906401155,0.21367151854938185,5,"podiatrists","Engineering","14"
"4750YY","Derrick, rotary drill, & service unit operators, & roustabouts, oil, gas, & mining",2015,"2015","true","true",750,672.3636327314198,162610.69333333333,100489.79974000758,0.6121927829638181,34,"derrick-rotary-drill-service-unit-operators-roustabouts-oil-gas-mining","Engineering","14"
"132051","Financial analysts",2018,"2018","true","true",9710,2419.1893733308752,162543.5781668383,37457.91283738402,1.6166761513583845,454,"financial-analysts","Engineering","14"
"1721XX","Petroleum, mining & geological engineers, including mining safety engineers",2017,"2017","true","true",25200,3897.0577207471183,162444.87662698413,18229.42864343828,22.883322002491642,1126,"petroleum-mining-geological-engineers-including-mining-safety-engineers","Engineering","14"
"1191XX","Other managers",2020,"2020","true","true",286534,13129.333358352338,161895.8410380618,5434.019881592862,2.5547565229799463,14195,"other-managers","Engineering","14"
"291020","Dentists",2016,"2016","true","true",3809,1515.2153829553151,161445.29535311105,48229.934984807296,1.0346077337606874,196,"dentists","Engineering","14"
"291151","Nurse anesthetists",2020,"2020","true","true",426,506.7327040160791,161300.49295774646,108427.54544414543,0.4007460921757777,22,"nurse-anesthetists","Engineering","14"
"111021","General & operations managers",2020,"2020","true","true",45856,5256.608776272915,161165.03122819262,14250.709053184113,1.5188449005105147,2187,"general-operations-managers","Engineering","14"
"112020","Marketing & sales managers",2017,"2017","true","true",41216,4983.623359556647,160975.05463897515,13747.328861083635,1.630141642790932,2144,"marketing-sales-managers","Engineering","14"
"152011","Actuaries",2014,"2014","true","true",1238,863.8395985398427,160924.57108239096,91273.89193852812,1.837148572830787,57,"actuaries","Engineering","14"
"132051","Financial analysts",2017,"2017","true","true",8757,2297.413469636742,160844.16375471052,39639.05544563645,1.7059404390021427,402,"financial-analysts","Engineering","14"
"112020","Marketing & sales managers",2016,"2016","true","true",39805,4897.587210596123,160633.73490767492,13575.007957872867,1.6683348955829187,2062,"marketing-sales-managers","Engineering","14"
"119041","Architectural & engineering managers",2017,"2017","true","true",89039,7323.689552781956,160491.29824009704,7906.0983779529715,20.909687332106856,4789,"architectural-engineering-managers","Engineering","14"
"119121","Natural sciences managers",2020,"2020","true","true",1833,1051.1224353547316,160088.7746863066,71957.28039189645,2.851294433545864,94,"natural-sciences-managers","Engineering","14"
"272011","Actors",2016,"2016","true","true",307,430.17332163176866,160023.87947882735,310559.4573905073,0.3889752778079171,16,"actors","Engineering","14"
"292035","Magnetic resonance imaging technologists",2020,"2020","true","true",1042,792.5142714189639,159472.74088291745,112215.18511492712,0.8585336441038597,35,"magnetic-resonance-imaging-technologists","Engineering","14"
"132052","Personal financial advisors",2015,"2015","true","true",11228,2601.407356993464,159452.36693979337,33653.88265517703,1.3278069345374326,589,"personal-financial-advisors","Engineering","14"
"4750YY","Derrick, rotary drill, & service unit operators, & roustabouts, oil, gas, & mining",2016,"2016","true","true",769,680.8269562536875,159166.4577373212,95583.87168484881,0.6609456148537064,30,"derrick-rotary-drill-service-unit-operators-roustabouts-oil-gas-mining","Engineering","14"
"111021","General & operations managers",2018,"2018","true","true",44178,5159.549352591163,158876.92405722305,14248.182191086604,1.7076665836301719,2193,"general-operations-managers","Engineering","14"
"111021","General & operations managers",2019,"2019","true","true",46073,5269.023687476871,158656.83493586266,14039.736567733658,1.6377153948864311,2274,"general-operations-managers","Engineering","14"
"113021","Computer & information systems managers",2020,"2020","true","true",71155,6547.465315941938,158083.29685896984,9437.751593122739,3.851279260636762,3466,"computer-information-systems-managers","Engineering","14"
"1191XX","Other managers",2019,"2019","true","true",288009,13162.951386382834,157987.759129055,5296.9209544747155,2.734166136583158,14830,"other-managers","Engineering","14"
"152011","Actuaries",2019,"2019","true","true",1097,813.160842350481,157981.35369188696,82002.96955607797,1.2309322293852412,64,"actuaries","Engineering","14"
"532010","Aircraft pilots & flight engineers",2019,"2019","true","true",20754,3536.674590500879,157007.3807458803,21343.791642301367,4.016191710257477,1123,"aircraft-pilots-flight-engineers","Engineering","14"
"119041","Architectural & engineering managers",2016,"2016","true","true",89204,7330.427657468364,156023.52766692077,7569.873978160308,22.113567095479567,4725,"architectural-engineering-managers","Engineering","14"
"152011","Actuaries",2020,"2020","true","true",1292,882.4784783781798,155877.2987616099,76686.14142722981,1.3275199857384599,74,"actuaries","Engineering","14"
"1721XX","Petroleum, mining & geological engineers, including mining safety engineers",2016,"2016","true","true",25777,3941.4061358380986,155560.0268456376,17121.77889512233,23.308396354692032,1123,"petroleum-mining-geological-engineers-including-mining-safety-engineers","Engineering","14"
"111021","General & operations managers",2014,"2014","true","true",54236,5716.525506433755,155496.2287779335,11154.123033008726,2.1762609720643016,2721,"general-operations-managers","Engineering","14"
"113031","Financial managers",2015,"2015","true","true",25666,3932.906555306843,155206.2748383075,20573.492911549896,0.875092672827433,1262,"financial-managers","Engineering","14"
"113031","Financial managers",2014,"2014","true","true",23907,3795.7639926118527,155067.88430166896,21085.110595712835,0.8466305968832621,1172,"financial-managers","Engineering","14"
"291020","Dentists",2014,"2014","true","true",3447,1441.4178890988721,154607.73571221353,48114.22966164766,0.9942958154875032,177,"dentists","Engineering","14"
"272011","Actors",2015,"2015","true","true",300,425.2407895700584,154389.97666666665,309906.8145671449,0.40622990643810925,12,"actors","Engineering","14"
"111021","General & operations managers",2017,"2017","true","true",47782,5365.800246754934,154319.244045875,13044.372939648185,1.8506413541260938,2372,"general-operations-managers","Engineering","14"
"113021","Computer & information systems managers",2019,"2019","true","true",68780,6437.311743828169,153964.83338179704,9302.012388957155,3.8941852361291325,3506,"computer-information-systems-managers","Engineering","14"
"112020","Marketing & sales managers",2015,"2015","true","true",39286,4865.551678023894,153663.76482716488,12876.949292476684,1.7477760935360707,1969,"marketing-sales-managers","Engineering","14"
"291151","Nurse anesthetists",2019,"2019","true","true",384,481.10492793094784,153444.13020833334,100036.7108725125,0.40246867040749873,20,"nurse-anesthetists","Engineering","14"
"119121","Natural sciences managers",2014,"2014","true","true",2122,1130.9517244239644,153434.07869934026,60231.47321427513,4.096204998492631,114,"natural-sciences-managers","Engineering","14"
"112031","Public relations & fundraising managers",2016,"2016","true","true",689,644.4412139023482,153421.854862119,89936.12971524925,0.4707386616331967,38,"public-relations-fundraising-managers","Engineering","14"
"1191XX","Other managers",2018,"2018","true","true",288066,13164.063077434406,153419.48278172364,5095.187034008678,2.9089895157128156,14618,"other-managers","Engineering","14"
"111021","General & operations managers",2016,"2016","true","true",51538,5572.6150626196995,153212.65264465054,11891.238966855644,2.029666148313178,2539,"general-operations-managers","Engineering","14"
"152011","Actuaries",2018,"2018","true","true",1161,836.54466512084,152909.29715762273,78970.97720436192,1.3456454878670636,63,"actuaries","Engineering","14"
"111021","General & operations managers",2015,"2015","true","true",52570,5628.094063732028,152844.66380064675,11424.462713779443,2.083727286358242,2590,"general-operations-managers","Engineering","14"
"192021","Atmospheric & space scientists",2015,"2015","true","true",725,661.0626583855196,152755.0731034483,103189.36896589478,2.2674183757601423,35,"atmospheric-space-scientists","Engineering","14"
"4750YY","Derrick, rotary drill, & service unit operators, & roustabouts, oil, gas, & mining",2014,"2014","true","true",758,675.9400097142309,152485.2414248021,104755.32308875224,0.6430266814212,35,"derrick-rotary-drill-service-unit-operators-roustabouts-oil-gas-mining","Engineering","14"
"119041","Architectural & engineering managers",2015,"2015","true","true",87287,7251.24716681689,152473.67417828544,7352.70249494336,22.497733686496296,4583,"architectural-engineering-managers","Engineering","14"
"413091","Sales representatives of services, except advertising, insurance, financial services, and travel",2020,"2020","true","true",18509,3339.9434978958657,152340.6784807391,23345.210949239794,0.9837159911625665,880,"sales-representatives-of-services-except-advertising-insurance-financial-services-and-travel","Engineering","14"
"413091","Sales representatives of services, except advertising, insurance, financial services, and travel",2019,"2019","true","true",18228,3314.4954411878616,151721.33311389072,23010.39762605241,0.9799657679363492,907,"sales-representatives-of-services-except-advertising-insurance-financial-services-and-travel","Engineering","14"
"119121","Natural sciences managers",2015,"2015","true","true",2029,1105.8917097708318,151667.13307047807,64749.605075424166,3.918232190401682,108,"natural-sciences-managers","Engineering","14"
"411012","Firstline supervisors of nonretail sales workers",2019,"2019","true","true",34238,4542.328413124304,150317.7038962556,17881.058193959107,1.0368421601803455,1720,"firstline-supervisors-of-nonretail-sales-workers","Engineering","14"
"113021","Computer & information systems managers",2018,"2018","true","true",65966,6304.291072813592,150037.28825455537,9289.315326442433,3.9500708572961023,3370,"computer-information-systems-managers","Engineering","14"
"292081","Opticians, dispensing",2019,"2019","true","true",269,402.6711384256756,149974.7992565056,298739.6699779049,0.14496403755358414,14,"opticians-dispensing","Engineering","14"
"132052","Personal financial advisors",2014,"2014","true","true",10620,2529.99751152886,149939.03709981169,31916.756278673853,1.3126436261884613,549,"personal-financial-advisors","Engineering","14"
"4750YY","Derrick, rotary drill, & service unit operators, & roustabouts, oil, gas, & mining",2019,"2019","true","true",535,567.8725313377142,149777.63177570092,129740.09403670154,0.5332360073300534,28,"derrick-rotary-drill-service-unit-operators-roustabouts-oil-gas-mining","Engineering","14"
"152011","Actuaries",2017,"2017","true","true",1022,784.8716778619225,149774.0205479452,83588.20527019868,1.2836824229394757,56,"actuaries","Engineering","14"
"112020","Marketing & sales managers",2014,"2014","true","true",38516,4817.63580633547,149459.87444179042,12269.539199175699,1.7913493593596361,1932,"marketing-sales-managers","Engineering","14"
"292031","Cardiovascular technologists and technicians",2018,"2018","true","true",703,650.9556050573008,149161.13513513515,150341.9993711185,0.7099616489828213,35,"cardiovascular-technologists-and-technicians","Engineering","14"
"4330XX","Other financial clerks",2019,"2019","true","true",2374,1196.2215450294539,148709.8850042123,59811.97649273236,0.5873192392784355,106,"other-financial-clerks","Engineering","14"
"119041","Architectural & engineering managers",2014,"2014","true","true",87652,7266.344104597789,148651.12600967463,6919.950460523904,23.1614051123388,4640,"architectural-engineering-managers","Engineering","14"
"291151","Nurse anesthetists",2016,"2016","true","true",254,391.2832213134547,148613.25196850393,104841.44920816275,0.33303039682813307,14,"nurse-anesthetists","Engineering","14"
"411012","Firstline supervisors of nonretail sales workers",2018,"2018","true","true",35683,4637.160424454576,148526.5214808172,17458.737000181845,1.0932039629219783,1793,"firstline-supervisors-of-nonretail-sales-workers","Engineering","14"
"193011","Economists",2016,"2016","true","true",1062,800.0836199553714,147929.72316384182,71799.28922150303,1.6133141416402879,60,"economists","Engineering","14"
"291071","Physician assistants",2020,"2020","true","true",2497,1226.818656585217,147928.4036844213,64946.65614455106,0.6677343229592446,98,"physician-assistants","Engineering","14"
"192021","Atmospheric & space scientists",2014,"2014","true","true",674,637.3876332411618,147761.25222551927,104946.81496045113,2.179518570506583,33,"atmospheric-space-scientists","Engineering","14"
"132070","Credit counselors & loan officers",2020,"2020","true","true",3427,1437.2317094184157,147686.02713743798,60675.608946709166,0.342232470200827,164,"credit-counselors-loan-officers","Engineering","14"
"291131","Veterinarians",2015,"2015","true","true",874,725.8202912119169,147595.3409610984,122657.7836058781,0.48519490982340097,46,"veterinarians","Engineering","14"
"1721XX","Petroleum, mining & geological engineers, including mining safety engineers",2015,"2015","true","true",24945,3877.2822510631113,147421.1155742634,16325.415484064333,23.59348849626725,1111,"petroleum-mining-geological-engineers-including-mining-safety-engineers","Engineering","14"
"411012","Firstline supervisors of nonretail sales workers",2020,"2020","true","true",32428,4420.662201379305,146462.9334834094,17899.67241621742,0.9832757072194167,1608,"firstline-supervisors-of-nonretail-sales-workers","Engineering","14"
"119121","Natural sciences managers",2016,"2016","true","true",1997,1097.1366206469743,146454.90135202804,65094.110114618416,3.880617981222082,96,"natural-sciences-managers","Engineering","14"
"119XXX","Miscellaneous managers",2017,"2017","true","true",329924,14085.789034673136,146339.98497229666,4464.637939207702,3.05051730046191,16824,"miscellaneous-managers","Engineering","14"
"292081","Opticians, dispensing",2017,"2017","true","true",242,381.92850678093674,145795.47520661156,309485.9525134225,0.14659282824849976,11,"opticians-dispensing","Engineering","14"
